tool		CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171
seq-mthreaded-reduced/pals_lcr-var-start-time.5.2.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	false	TIMEOUT	936.648405195	552.7596761020832	12166.918144	227566	291718	324079		28.75	23.54	265280	0	0	0	1	0	1.00		5866	2091	324079	2	0	22604	730	730	730	0	0	18	0	18	2171	1.07	49	730	18	0	227566	1	102398.22	1.00	712	0.667	403	422	0.955	167	182	0.918	453	538	61	3	1	291	782	5731	2	291	782	5731	1
seq-mthreaded-reduced/pals_lcr-var-start-time.5.2.ufo.UNBOUNDED.pals.c.v+lhb-reducer.yml	false	TIMEOUT	921.391317088	606.0603024410084	12151.377920	38571	1981359	2459230		19.81	17.78	1641734	0	0	0	1	0	1.00		6859	1172	2459231	2	0	380222	956	956	956	0	0	59	0	59	16427	1.35	97	956	59	0	148730	1	42794.52	1.00	897	0.333	7191	7918	0.908	2234	2782	0.803	7949	9339	906	3	1	3859	9	535	1	3859	9	535	0
seq-mthreaded-reduced/pals_lcr-var-start-time.5.2.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	false	TIMEOUT	928.187844839	709.6765772840008	12030.795776	318492	921084	1076134		25.40	19.58	838178	0	0	0	1	0	1.00		28889	5778	1076134	2	0	84356	638	638	638	0	0	23	0	23	3458	1.32	46	638	23	0	318492	1	193878.39	1.00	615	0.667	626	659	0.950	266	294	0.905	690	831	78	3	1	475	670	4738	2	475	670	4738	1
seq-mthreaded-reduced/pals_lcr-var-start-time.5.2.ufo.UNBOUNDED.pals.c.v+sep-reducer.yml	false	TIMEOUT	931.655404932	570.0957157230005	12113.416192	35821	1467189	1866932		13.67	12.88	978258	0	0	0	1	0	1.00		991	623	1866932	2	0	376129	900	900	900	0	0	47	0	47	17441	1.32	64	900	47	0	37357	1	30920.93	1.00	853	0.667	24427	25464	0.959	9067	9918	0.914	25495	30466	2314	3	1	16054	2	60	2	16054	2	60	1
seq-mthreaded-reduced/pals_lcr-var-start-time.5.ufo.BOUNDED-10.pals.c.p+lhb-reducer.yml	true	TIMEOUT	920.464728873	882.2341496909503	2337.570816	466507	1400517	1587341		31.31	21.06	1215394	0	0	0	1	0	1.00		9492	3390	1587342	2	0	159136	22	22	22	0	0	22	0	22	3511	1.05	83	22	22	0	270375	1	43714.59	1.00	0	0.333	783	1048	0.747	284	428	0.664	1078	1286	100	3	1	616	757	6080	1	616	757	6080	0
seq-mthreaded-reduced/pals_lcr-var-start-time.5.ufo.BOUNDED-10.pals.c.v+cfa-reducer.yml	true																																																															
seq-mthreaded-reduced/pals_lcr-var-start-time.5.ufo.BOUNDED-10.pals.c.v+nlh-reducer.yml	true	TIMEOUT	915.439083157	716.6426941452082	12030.001152	305387	1033936	1209882		25.34	19.56	910546	0	0	0	1	0	1.00		27154	5146	1209882	2	0	99110	621	621	621	0	0	24	0	24	3791	1.34	49	621	24	0	305387	1	187081.84	1.00	597	0.667	648	692	0.936	277	308	0.899	722	870	80	3	1	494	618	4688	2	494	618	4688	1
seq-mthreaded-reduced/pals_lcr-var-start-time.5.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	true	TIMEOUT	967.584122419	609.2453266789671	12156.755968	263758	328428	365726		28.85	23.60	297882	0	0	0	1	0	1.00		7078	2479	365726	2	0	26178	719	719	719	0	0	18	0	18	2187	1.07	49	719	18	0	263758	1	117221.15	1.00	701	0.667	414	434	0.954	172	188	0.915	465	553	62	3	1	302	873	6259	2	302	873	6259	1
seq-mthreaded-reduced/pals_lcr-var-start-time.5.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	true	TIMEOUT	938.297683641	747.6004128700588	12029.493248	330023	1059014	1236966		25.42	19.57	969088	0	0	0	1	0	1.00		30098	5796	1236966	2	0	95959	630	630	630	0	0	24	0	24	3658	1.33	49	630	24	0	330023	1	200763.46	1.00	606	0.667	644	682	0.944	276	306	0.902	713	860	80	3	1	494	668	5124	2	494	668	5124	1
seq-mthreaded-reduced/pals_lcr-var-start-time.6.1.ufo.BOUNDED-12.pals.c.v+cfa-reducer.yml	false	TIMEOUT	1002.350517913	589.2945499101188	12142.657536		364229	411909		32.99	27.90	310354	0	0	0	1	0	1.00		7558	2398	411909	2	0	28878	840	840	840	0	0	21	0	21	3093	1.08	59	840	21	0	168139	1	128322.67	1.00	819																				
seq-mthreaded-reduced/pals_lcr-var-start-time.6.1.ufo.BOUNDED-12.pals.c.v+nlh-reducer.yml	false	TIMEOUT	916.805151227	877.3840996578801	2574.843904	256539	1223949	1434141		26.20	22.56	1064890	0	0	0	1	0	1.00		15889	5137	1434141	2	0	126292	22	22	22	0	0	22	0	22	3845	1.28	51	22	22	0	216891	1	47787.86	1.00	0	0.333	636	826	0.770	277	372	0.745	857	1037	93	3	1	464	552	8781	1	464	552	8781	0
seq-mthreaded-reduced/pals_lcr-var-start-time.6.1.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	false	TIMEOUT	947.21996257	611.8267611039337	12136.902656	164559	358751	404601		33.03	27.90	312692	0	0	0	1	0	1.00		7417	2345	404601	2	0	27198	814	814	814	0	0	21	0	21	3056	1.08	59	814	21	0	164559	1	125940.04	1.00	793	0.667	495	517	0.957	210	228	0.921	549	657	72	3	1	364	452	5925	2	364	452	5925	1
seq-mthreaded-reduced/pals_lcr-var-start-time.6.1.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	false	TIMEOUT	910.891177138	872.5075254510157	2896.683008	146195	1367132	1603816		25.14	22.16	1222608	0	0	0	1	0	1.00		16539	5241	1603816	2	0	140907	23	23	23	0	0	23	0	23	3953	1.29	52	23	23	0	261344	1	57249.48	1.00	0	0.333	532	816	0.652	228	370	0.616	848	1027	93	3	1	364	401	4789	1	364	401	4789	0
seq-mthreaded-reduced/pals_lcr-var-start-time.6.2.ufo.BOUNDED-12.pals.c.p+lhb-reducer.yml	false	TIMEOUT	923.752679403	883.0641338829882	3408.642048	588091	1741845	2001953		30.18	21.99	1442260	0	0	0	1	0	1.00		12095	3464	2001953	2	0	230019	23	23	23	0	0	23	0	23	4129	1.04	130	23	23	0	366647	1	51472.48	1.00	0	0.333	972	1519	0.640	348	630	0.552	1550	1859	134	3	1	756	777	6010	1	756	777	6010	0
seq-mthreaded-reduced/pals_lcr-var-start-time.6.2.ufo.BOUNDED-12.pals.c.v+cfa-reducer.yml	false	TIMEOUT	1001.942654308	581.328747482039	12160.385024																																																											
seq-mthreaded-reduced/pals_lcr-var-start-time.6.2.ufo.BOUNDED-12.pals.c.v+nlh-reducer.yml	false	TIMEOUT	914.586346593	873.9519163768273	2741.399552	229739	1246080	1463727		25.67	22.33	1078474	0	0	0	1	0	1.00		14749	4649	1463727	2	0	135003	23	23	23	0	0	23	0	23	4048	1.30	52	23	23	0	254338	1	47783.00	1.00	0	0.333	557	801	0.695	243	360	0.675	832	1006	91	3	1	387	593	7281	1	387	593	7281	0
seq-mthreaded-reduced/pals_lcr-var-start-time.6.2.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	false	TIMEOUT	1002.538689802	586.7076554282103	12162.519040																																																											
seq-mthreaded-reduced/pals_lcr-var-start-time.6.2.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	false	TIMEOUT	914.728220779	877.2668783480767	2538.430464	260030	1273715	1493218		25.84	22.39	1133254	0	0	0	1	0	1.00		15563	4942	1493218	2	0	133944	23	23	23	0	0	23	0	23	3925	1.29	52	23	23	0	254158	1	47794.26	1.00	0	0.333	574	791	0.726	250	358	0.698	823	996	91	3	1	408	637	8443	1	408	637	8443	0
seq-mthreaded-reduced/pals_lcr-var-start-time.6.ufo.BOUNDED-12.pals.c.v+cfa-reducer.yml	true	TIMEOUT	1002.05413035	587.3591032659169	12139.511808	168094	363947	411620		32.99	27.90	310308	0	0	0	1	0	1.00		7558	2399	411620	2	0	28874	837	837	837	0	0	21	0	21	3093	1.08	59	837	21	0	168094	1	128164.10	1.00	816	0.667	498	518	0.961	211	228	0.925	549	657	72	3	1	365	460	5925	2	365	460	5925	1
seq-mthreaded-reduced/pals_lcr-var-start-time.6.ufo.BOUNDED-12.pals.c.v+nlh-reducer.yml	true	TIMEOUT	910.962564001	872.5307012971025	2445.209600	107067	1327045	1558281		24.73	22.05	1155706	0	0	0	1	0	1.00		16115	5052	1558282	2	0	140101	23	23	23	0	0	23	0	23	4076	1.30	52	23	23	0	260558	1	57005.96	1.00	0	0.333	525	824	0.637	225	372	0.605	855	1035	93	3	1	356	300	3678	1	356	300	3678	0
seq-mthreaded-reduced/pals_lcr-var-start-time.6.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	true																																																															
seq-mthreaded-reduced/pals_lcr.3.1.ufo.BOUNDED-6.pals.c.v+cfa-reducer.yml	false	unknown	40.482467883	20.46536113298498	1143.418880	760	2691	3150		9.44	6.84	2270	0	0	0	1	0	1.00		17	5	3150	2	0	398	45	45	45	0	0	7	0	7	643	0.93	16	45	7	0	1215	1	455.18	1.00	38	0.333	216	221	0.977	82	86	0.953	249	286	36	3	1	142	5	27	1	142	5	27	0
seq-mthreaded-reduced/pals_lcr.3.1.ufo.BOUNDED-6.pals.c.v+lhb-reducer.yml	false	TIMEOUT	1001.421316634	514.5928411320783	12151.083008																																																											
seq-mthreaded-reduced/pals_lcr.3.1.ufo.BOUNDED-6.pals.c.v+nlh-reducer.yml	false	TIMEOUT	1002.357165074	513.6746230500285	12144.021504																																																											
seq-mthreaded-reduced/pals_lcr.3.1.ufo.BOUNDED-6.pals.c.v+sep-reducer.yml	false	unknown	17.481680111	8.95866446592845	275.009536	678	685	892		0.00	0.00	416	0	0	0	1	0	1.00		24	11	892	2	0	201	7	7	7	0	0	0	0	0	0	0.00	0	7	0	0	578	0	572.14	NaN	7	0.333	1138	1154	0.986	409	418	0.978	1182	1391	129	3	1	678	1	1	1	678	1	1	0
seq-mthreaded-reduced/pals_lcr.3.1.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	false	TIMEOUT	1002.519462603	511.335350792855	12140.412928																																																											
seq-mthreaded-reduced/pals_lcr.3.1.ufo.UNBOUNDED.pals.c.v+lhb-reducer.yml	false																																																															
seq-mthreaded-reduced/pals_lcr.3.1.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	false																																																															
seq-mthreaded-reduced/pals_lcr.3.1.ufo.UNBOUNDED.pals.c.v+sep-reducer.yml	false	unknown	13.843978083	7.071364019066095	367.415296	651	658	864		0.00	0.00	414	0	0	0	1	0	1.00		21	11	864	2	0	200	7	7	7	0	0	0	0	0	0	0.00	0	7	0	0	553	0	548.86	NaN	7	0.333	1056	1072	0.985	407	416	0.978	1101	1309	129	3	1	651	1	1	1	651	1	1	0
seq-mthreaded-reduced/pals_lcr.3.ufo.BOUNDED-6.pals.c.v+cfa-reducer.yml	true	unknown	41.186633673	20.82973033003509	1312.669696	757	2681	3140		9.44	6.84	2270	0	0	0	1	0	1.00		17	5	3140	2	0	398	45	45	45	0	0	7	0	7	643	0.93	16	45	7	0	1209	1	453.42	1.00	38	0.333	215	220	0.977	82	86	0.953	248	285	36	3	1	141	5	27	1	141	5	27	0
seq-mthreaded-reduced/pals_lcr.3.ufo.BOUNDED-6.pals.c.v+lhb-reducer.yml	true	TIMEOUT	1002.477099747	514.4186163020786	12150.988800	7403	73196	82676		20.83	14.02	68612	0	0	0	1	0	1.00		483	121	82676	2	0	6918	892	892	892	0	0	22	0	22	3303	1.17	43	892	22	0	27802	1	5494.46	1.00	870	0.667	774	876	0.884	226	316	0.715	904	1062	112	3	1	394	18	297	2	394	18	297	1
seq-mthreaded-reduced/pals_lcr.3.ufo.BOUNDED-6.pals.c.v+nlh-reducer.yml	true	TIMEOUT	996.047137505	512.6335434089415	12150.927360																																																											
seq-mthreaded-reduced/pals_lcr.3.ufo.BOUNDED-6.pals.c.v+sep-reducer.yml	true	unknown	17.919828769	9.15630942187272	294.633472	673	680	887		0.00	0.00	416	0	0	0	1	0	1.00		21	11	887	2	0	201	7	7	7	0	0	0	0	0	0	0.00	0	7	0	0	574	0	568.14	NaN	7	0.333	1133	1149	0.986	409	418	0.978	1177	1386	129	3	1	673	1	1	1	673	1	1	0
seq-mthreaded-reduced/pals_lcr.3.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	true	TIMEOUT (OUT OF JAVA MEMORY)	1002.49763414	514.1036502989009	12148.260864																																																											
seq-mthreaded-reduced/pals_lcr.3.ufo.UNBOUNDED.pals.c.v+lhb-reducer.yml	true	TIMEOUT	1002.562755355	512.9047156351153	12152.807424																																																											
seq-mthreaded-reduced/pals_lcr.3.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	true	TIMEOUT	1002.57079326	513.7168958280236	12142.972928		95281	107007		20.71	13.93	90736	0	0	0	1	0	1.00		691	211	107007	2	0	8001	934	934	934	0	0	15	0	15	2061	1.20	40	934	15	0	25027	1	8977.73	1.00	919																				
seq-mthreaded-reduced/pals_lcr.3.ufo.UNBOUNDED.pals.c.v+sep-reducer.yml	true	unknown	13.87160511	7.087733651977032	282.066944	646	653	859		0.00	0.00	414	0	0	0	1	0	1.00		19	11	859	2	0	200	7	7	7	0	0	0	0	0	0	0.00	0	7	0	0	549	0	544.86	NaN	7	0.333	1051	1067	0.985	407	416	0.978	1096	1304	129	3	1	646	1	1	1	646	1	1	0
seq-mthreaded-reduced/pals_lcr.4.1.ufo.BOUNDED-8.pals.c.v+cfa-reducer.yml	false	unknown	107.898254169	54.499659411842	5078.126592	1783	5618	6545		11.62	8.89	4624	0	0	0	1	0	1.00		34	9	6545	2	0	778	122	122	122	0	0	8	0	8	1027	1.01	21	122	8	0	2712	1	1048.30	1.00	114	0.333	273	278	0.982	108	112	0.964	307	357	44	3	1	181	9	68	1	181	9	68	0
seq-mthreaded-reduced/pals_lcr.4.1.ufo.BOUNDED-8.pals.c.v+lhb-reducer.yml	false	TIMEOUT	1001.883111511	519.0960937619675	12151.259136																																																											
seq-mthreaded-reduced/pals_lcr.4.1.ufo.BOUNDED-8.pals.c.v+nlh-reducer.yml	false	TIMEOUT	1002.051897891	562.3799199589994	12151.635968	5276	275666	314015		21.37	18.12	221306	0	0	0	1	0	1.00		7617	2559	314015	2	0	23425	1123	1123	1123	0	0	13	0	13	1782	1.11	46	1123	13	0	116166	1	5696.03	1.00	1110	0.333	298	445	0.670	113	182	0.621	474	559	56	3	1	177	29	256	1	177	29	256	0
seq-mthreaded-reduced/pals_lcr.4.1.ufo.BOUNDED-8.pals.c.v+sep-reducer.yml	false	unknown	23.304081585	11.896753783803433	480.571392	1426	1437	1862		0.00	0.00	852	0	0	0	1	0	1.00		45	25	1862	2	0	415	11	11	11	0	0	0	0	0	0	0.00	0	11	0	0	1310	0	1295.73	NaN	11	0.333	2414	2438	0.990	841	854	0.985	2467	2898	239	3	1	1426	1	1	1	1426	1	1	0
seq-mthreaded-reduced/pals_lcr.4.1.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	false																																																															
seq-mthreaded-reduced/pals_lcr.4.1.ufo.UNBOUNDED.pals.c.v+lhb-reducer.yml	false	TIMEOUT	1002.704332101	517.7621220459696	12141.719552	3130	76366	94963		19.25	16.63	62724	0	0	0	1	0	1.00		277	80	94963	2	0	15268	1171	1171	1171	0	0	27	0	27	4467	1.29	64	1171	27	0	10180	1	2839.44	1.00	1144	0.667	1279	1557	0.821	397	558	0.711	1587	1870	190	3	1	607	5	75	2	607	5	75	1
seq-mthreaded-reduced/pals_lcr.4.1.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	false	TIMEOUT	1002.68414358	568.745624474017	12142.452736																																																											
seq-mthreaded-reduced/pals_lcr.4.1.ufo.UNBOUNDED.pals.c.v+sep-reducer.yml	false	unknown	23.982232541	12.159996839938685	441.561088	1369	1380	1804		0.00	0.00	850	0	0	0	1	0	1.00		40	24	1804	2	0	414	11	11	11	0	0	0	0	0	0	0.00	0	11	0	0	1255	0	1243.55	NaN	11	0.333	2227	2251	0.989	839	852	0.985	2281	2711	239	3	1	1369	1	1	1	1369	1	1	0
seq-mthreaded-reduced/pals_lcr.4.ufo.BOUNDED-8.pals.c.v+cfa-reducer.yml	true	unknown	97.431915483	49.12319435016252	4952.010752	1779	5605	6532		11.62	8.89	4624	0	0	0	1	0	1.00		34	9	6532	2	0	778	122	122	122	0	0	8	0	8	1027	1.01	21	122	8	0	2704	1	1045.96	1.00	114	0.333	272	277	0.982	108	112	0.964	306	356	44	3	1	180	9	68	1	180	9	68	0
seq-mthreaded-reduced/pals_lcr.4.ufo.BOUNDED-8.pals.c.v+lhb-reducer.yml	true	TIMEOUT	1002.554734964	516.1374703350011	12152.336384																																																											
seq-mthreaded-reduced/pals_lcr.4.ufo.BOUNDED-8.pals.c.v+nlh-reducer.yml	true																																																															
seq-mthreaded-reduced/pals_lcr.4.ufo.BOUNDED-8.pals.c.v+sep-reducer.yml	true	unknown	25.146812513	12.79007626301609	451.526656	1417	1428	1853		0.00	0.00	852	0	0	0	1	0	1.00		41	25	1853	2	0	415	11	11	11	0	0	0	0	0	0	0.00	0	11	0	0	1302	0	1287.73	NaN	11	0.333	2405	2429	0.990	841	854	0.985	2458	2889	239	3	1	1417	1	1	1	1417	1	1	0
seq-mthreaded-reduced/pals_lcr.4.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	true	OUT OF JAVA MEMORY	849.678363707	434.5964476489462	12141.264896																																																											
seq-mthreaded-reduced/pals_lcr.4.ufo.UNBOUNDED.pals.c.v+lhb-reducer.yml	true																																																															
seq-mthreaded-reduced/pals_lcr.4.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	true	TIMEOUT	970.666249003	579.9302305139136	12133.924864																																																											
seq-mthreaded-reduced/pals_lcr.4.ufo.UNBOUNDED.pals.c.v+sep-reducer.yml	true	unknown	24.092866236	12.265681135002524	434.401280	1360	1371	1795		0.00	0.00	850	0	0	0	1	0	1.00		37	24	1795	2	0	414	11	11	11	0	0	0	0	0	0	0.00	0	11	0	0	1247	0	1235.55	NaN	11	0.333	2218	2242	0.989	839	852	0.985	2272	2702	239	3	1	1360	1	1	1	1360	1	1	0
seq-mthreaded-reduced/pals_lcr.5.1.ufo.BOUNDED-10.pals.c.p+lhb-reducer.yml	false	unknown	162.322578573	86.5897547849454	8499.568640	4210	38280	45918		17.70	10.87	23884	0	0	0	1	0	1.00		192	47	45918	2	0	7184	131	131	131	0	0	11	0	11	1515	1.13	56	131	11	0	7465	1	2940.73	1.00	120	0.333	623	773	0.806	212	288	0.736	803	941	80	3	1	456	9	132	1	456	9	132	0
seq-mthreaded-reduced/pals_lcr.5.1.ufo.BOUNDED-10.pals.c.v+cfa-reducer.yml	false	unknown	242.137274607	140.4476811599452	11937.161216	4072	11648	13493		13.74	10.93	9398	0	0	0	1	0	1.00		63	20	13493	2	0	1486	311	311	311	0	0	9	0	9	1513	1.06	27	311	9	0	5862	1	2355.90	1.00	302	0.333	332	337	0.985	136	140	0.971	367	431	52	3	1	222	18	165	1	222	18	165	0
seq-mthreaded-reduced/pals_lcr.5.1.ufo.BOUNDED-10.pals.c.v+lhb-reducer.yml	false	TIMEOUT	1002.533757013	522.1954331248999	12137.865216																																																											
seq-mthreaded-reduced/pals_lcr.5.1.ufo.BOUNDED-10.pals.c.v+nlh-reducer.yml	false	TIMEOUT	923.308264871	508.67103097890504	12068.970496	209753	226042	275519		23.47	16.26	159242	0	0	0	1	0	1.00		23170	8699	275519	2	0	22258	789	789	789	0	0	8	0	8	1605	1.65	14	789	8	0	26425	1	21218.00	1.00	781	0.333	504	528	0.955	203	224	0.906	558	664	66	3	1	343	611	6186	1	343	611	6186	0
seq-mthreaded-reduced/pals_lcr.5.1.ufo.BOUNDED-10.pals.c.v+sep-reducer.yml	false	unknown	32.846631735	16.71771133108996	1109.938176	3058	3074	3963		0.00	0.00	1780	0	0	0	1	0	1.00		86	54	3963	2	0	874	16	16	16	0	0	0	0	0	0	0.00	0	16	0	0	2917	0	2900.75	NaN	16	0.333	5177	5211	0.993	1764	1782	0.990	5241	6141	455	3	1	3058	1	1	1	3058	1	1	0
seq-mthreaded-reduced/pals_lcr.5.1.ufo.UNBOUNDED.pals.c.p+lhb-reducer.yml	false																																																															
seq-mthreaded-reduced/pals_lcr.5.1.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	false	TIMEOUT	1002.58760808	512.188322833972	12145.381376																																																											
seq-mthreaded-reduced/pals_lcr.5.1.ufo.UNBOUNDED.pals.c.v+lhb-reducer.yml	false																																																															
seq-mthreaded-reduced/pals_lcr.5.1.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	false	TIMEOUT	924.319474533	516.7460184691008	12053.221376	213198	229128	279011		23.44	16.20	161766	0	0	0	1	0	1.00		23447	8956	279011	2	0	22394	789	789	789	0	0	8	0	8	1548	1.64	14	789	8	0	26580	1	21210.52	1.00	781	0.333	490	518	0.946	199	222	0.896	549	654	66	3	1	335	636	6136	1	335	636	6136	0
seq-mthreaded-reduced/pals_lcr.5.1.ufo.UNBOUNDED.pals.c.v+sep-reducer.yml	false	unknown	35.960949657	18.295163956005126	1100.734464	2933	2949	3837		0.00	0.00	1778	0	0	0	1	0	1.00		78	52	3837	2	0	873	16	16	16	0	0	0	0	0	0	0.00	0	16	0	0	2795	0	2783.75	NaN	16	0.333	4749	4783	0.993	1762	1780	0.990	4814	5713	455	3	1	2933	1	1	1	2933	1	1	0
seq-mthreaded-reduced/pals_lcr.5.ufo.BOUNDED-10.pals.c.p+lhb-reducer.yml	true	unknown	151.640242638	79.8275680670049	7102.947328	4232	91451	109904		20.03	10.87	57678	0	0	0	1	0	1.00		192	55	109904	2	0	17882	102	102	102	0	0	13	0	13	2082	1.04	107	102	13	0	13672	1	3782.41	1.00	89	0.333	844	1138	0.742	287	436	0.658	1168	1380	108	3	1	622	6	99	1	622	6	99	0
seq-mthreaded-reduced/pals_lcr.5.ufo.BOUNDED-10.pals.c.v+cfa-reducer.yml	true																																																															
seq-mthreaded-reduced/pals_lcr.5.ufo.BOUNDED-10.pals.c.v+lhb-reducer.yml	true	TIMEOUT	1002.540288297	521.2929726380389	12147.650560																																																											
seq-mthreaded-reduced/pals_lcr.5.ufo.BOUNDED-10.pals.c.v+nlh-reducer.yml	true																																																															
seq-mthreaded-reduced/pals_lcr.5.ufo.BOUNDED-10.pals.c.v+sep-reducer.yml	true	unknown	37.920547405	19.292481337906793	1006.870528	3041	3057	3946		0.00	0.00	1780	0	0	0	1	0	1.00		80	53	3946	2	0	874	16	16	16	0	0	0	0	0	0	0.00	0	16	0	0	2901	0	2884.75	NaN	16	0.333	5160	5194	0.993	1764	1782	0.990	5224	6124	455	3	1	3041	1	1	1	3041	1	1	0
seq-mthreaded-reduced/pals_lcr.5.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	true	TIMEOUT	1002.752388237	513.5702815239783	12141.359104																																																											
seq-mthreaded-reduced/pals_lcr.5.ufo.UNBOUNDED.pals.c.v+lhb-reducer.yml	true	TIMEOUT	1002.579796423	518.5210936099757	12148.822016		142748	182862		11.66	10.27	102664	0	0	0	1	0	1.00		410	125	182862	2	0	33391	985	985	985	0	0	29	0	29	5878	1.32	53	985	29	0	11527	1	5837.13	1.00	956																				
seq-mthreaded-reduced/pals_lcr.5.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	true	TIMEOUT	942.111475875	525.9270738270134	12047.142912	232418	246102	299958		23.42	16.18	172464	0	0	0	1	0	1.00		25652	10062	299958	2	0	24155	789	789	789	0	0	8	0	8	1548	1.64	14	789	8	0	26477	1	21192.24	1.00	781	0.333	489	516	0.948	199	222	0.896	547	652	66	3	1	333	697	6302	1	333	697	6302	0
seq-mthreaded-reduced/pals_lcr.5.ufo.UNBOUNDED.pals.c.v+sep-reducer.yml	true	unknown	33.543850391	16.988702069036663	743.063552	2916	2932	3820		0.00	0.00	1778	0	0	0	1	0	1.00		73	52	3820	2	0	873	16	16	16	0	0	0	0	0	0	0.00	0	16	0	0	2779	0	2767.75	NaN	16	0.333	4732	4766	0.993	1762	1780	0.990	4797	5696	455	3	1	2916	1	1	1	2916	1	1	0
seq-mthreaded-reduced/pals_lcr.6.1.ufo.BOUNDED-12.pals.c.p+lhb-reducer.yml	false	TIMEOUT	1002.286625341	515.0859074990731	12135.112704																																																											
seq-mthreaded-reduced/pals_lcr.6.1.ufo.BOUNDED-12.pals.c.v+cfa-reducer.yml	false	TIMEOUT	1002.768236094	512.9678008710034	12144.586752			13127		14.82	12.96	8866	0	0																																																		
seq-mthreaded-reduced/pals_lcr.6.1.ufo.BOUNDED-12.pals.c.v+lhb-reducer.yml	false	TIMEOUT	1002.594648163	535.8031520179939	12156.833792		442923	565758		13.87	12.17	316682	0	0	0	1	0	1.00		695	298	565758	2	0	103183	829	829	829	0	0	41	0	41	13489	1.57	46	829	41	0	19101	1	14409.49	1.00	788																				
seq-mthreaded-reduced/pals_lcr.6.1.ufo.BOUNDED-12.pals.c.v+nlh-reducer.yml	false	TIMEOUT	1002.562131178	568.2124748239294	12157.292544																																																											
seq-mthreaded-reduced/pals_lcr.6.1.ufo.BOUNDED-12.pals.c.v+sep-reducer.yml	false	unknown	75.677540891	38.779553993139416	2624.905216	6628	6650	8538		0.00	0.00	3778	0	0	0	1	0	1.00		165	112	8538	2	0	1867	22	22	22	0	0	0	0	0	0	0.00	0	22	0	0	6462	0	6442.73	NaN	22	0.333	11132	11178	0.996	3756	3780	0.994	11209	13114	891	3	1	6628	1	1	1	6628	1	1	0
seq-mthreaded-reduced/pals_lcr.6.1.ufo.UNBOUNDED.pals.c.p+lhb-reducer.yml	false																																																															
seq-mthreaded-reduced/pals_lcr.6.1.ufo.UNBOUNDED.pals.c.v+cfa-reducer.yml	false	TIMEOUT	1002.586054763	512.6323337650392	12152.074240																																																											
